,CODDEPTO,DEPARTAMENTO,MUNICIPIO,Categoría,AÑO,Hectáreas cultivadas,Cobertura de acueducto,Cobertura de alcantarillado
3280,50,META,LEJANÍAS,Cultivo abandonado,2019,0.0,53.78,53.78
3281,50,META,MAPIRIPÁN,Cultivo permanente,2019,134.8,19.03,12.31
3282,50,META,MESETAS,Cultivo intermintente,2019,0.0,22.35,22.35
3283,50,META,PUERTO CONCORDIA,Cultivo permanente,2019,18.99,46.14,24.21
3284,50,META,PUERTO GAITÁN,Cultivo abandonado,2019,0.0,27.51,27.51
3285,50,META,PUERTO LLERAS,Cultivo intermintente,2019,0.0,36.7,35.45
3286,50,META,PUERTO LÓPEZ,Cultivo abandonado,2019,0.0,77.41,73.56
3287,50,META,PUERTO RICO,Cultivo permanente,2019,616.78,12.01,12.01
3288,50,META,SAN JUAN DE ARAMA,Cultivo permanente,2019,24.3,17.38,17.38
3289,50,META,SAN MARTÍN,Cultivo abandonado,2019,0.0,82.47,80.82
3290,50,META,URIBE,Cultivo intermintente,2019,4.62,19.74,19.74
3291,50,META,VISTAHERMOSA,Cultivo permanente,2019,488.19,53.75,42.89
3292,52,NARIÑO,ANCUYA,Cultivo intermintente,2019,16.31,100.0,30.35
3293,52,NARIÑO,BARBACOAS,Cultivo permanente,2019,3138.09,75.2,80.08
3294,52,NARIÑO,BUESACO,Cultivo abandonado,2019,0.0,63.81,36.72
3295,52,NARIÑO,CONSACÁ,Cultivo abandonado,2019,0.0,88.6,57.08
3296,52,NARIÑO,CONTADERO,Cultivo abandonado,2019,0.0,98.0,22.22
3297,52,NARIÑO,CÓRDOBA,Cultivo abandonado,2019,0.0,73.44,56.76
3298,52,NARIÑO,CUMBAL,Cultivo abandonado,2019,0.0,97.55,29.54
3299,52,NARIÑO,CUMBITARA,Cultivo permanente,2019,684.38,78.62,50.2
3300,52,NARIÑO,EL CHARCO,Cultivo permanente,2019,5318.32,100.0,100.0
3301,52,NARIÑO,EL PEÑOL,Cultivo permanente,2019,50.42,54.71,54.71
3302,52,NARIÑO,EL ROSARIO,Cultivo permanente,2019,782.2,22.87,22.87
3303,52,NARIÑO,EL TAMBO,Cultivo permanente,2019,60.07,88.93,77.6
3304,52,NARIÑO,FRANCISCO PIZARRO ,Cultivo permanente,2019,347.51,63.32,1.92
3305,52,NARIÑO,IPIALES,Cultivo permanente,2019,1204.24,90.96,73.7
3306,52,NARIÑO,LA FLORIDA,Cultivo intermintente,2019,22.73,29.85,8.77
3307,52,NARIÑO,LA LLANADA,Cultivo permanente,2019,103.92,42.25,42.25
3308,52,NARIÑO,LA TOLA,Cultivo permanente,2019,279.54,0.0,0.0
3309,52,NARIÑO,LEIVA,Cultivo permanente,2019,272.01,33.84,33.84
3310,52,NARIÑO,LINARES,Cultivo permanente,2019,419.55,42.18,42.17
3311,52,NARIÑO,LOS ANDES ,Cultivo permanente,2019,261.89,53.19,53.19
3312,52,NARIÑO,MAGÜÍ ,Cultivo permanente,2019,2148.19,66.27,66.27
3313,52,NARIÑO,MALLAMA ,Cultivo intermintente,2019,16.32,47.04,32.8
3314,52,NARIÑO,MOSQUERA,Cultivo permanente,2019,199.71,54.95,0.0
3315,52,NARIÑO,OLAYA HERRERA ,Cultivo permanente,2019,3561.9,57.42,57.42
3316,52,NARIÑO,POLICARPA,Cultivo permanente,2019,794.31,100.0,100.0
3317,52,NARIÑO,PUERRES,Cultivo abandonado,2019,0.0,83.73,83.36
3318,52,NARIÑO,RICAURTE,Cultivo permanente,2019,640.93,33.34,20.28
3319,52,NARIÑO,ROBERTO PAYÁN ,Cultivo permanente,2019,2990.16,19.27,19.27
3320,52,NARIÑO,SAMANIEGO,Cultivo permanente,2019,701.62,84.39,22.29
3321,52,NARIÑO,SAN PABLO,Cultivo abandonado,2019,0.0,100.0,33.58
3322,52,NARIÑO,SANDONÁ,Cultivo intermintente,2019,7.0,95.24,68.3
3323,52,NARIÑO,SANTA BÁRBARA ,Cultivo permanente,2019,486.34,41.32,41.32
3324,52,NARIÑO,SANTA CRUZ ,Cultivo permanente,2019,626.34,100.0,45.26
3325,52,NARIÑO,TUMACO,Cultivo permanente,2019,11830.26,50.77,0.0
3326,54,NORTE DE SANTANDER,ÁBREGO,Cultivo permanente,2019,84.43,46.85,41.69
3327,54,NORTE DE SANTANDER,BUCARASICA,Cultivo intermintente,2019,18.48,34.25,34.25
3328,54,NORTE DE SANTANDER,CÁCHIRA,Cultivo abandonado,2019,0.0,25.93,25.33
3329,54,NORTE DE SANTANDER,CONVENCIÓN,Cultivo permanente,2019,2018.0,31.62,29.85
3330,54,NORTE DE SANTANDER,CÚCUTA,Cultivo permanente,2019,368.82,79.01,78.72
3331,54,NORTE DE SANTANDER,EL CARMEN,Cultivo permanente,2019,1156.82,33.51,33.54
3332,54,NORTE DE SANTANDER,EL TARRA,Cultivo permanente,2019,5724.83,34.59,34.59
3333,54,NORTE DE SANTANDER,EL ZULIA,Cultivo permanente,2019,167.66,57.03,57.03
3334,54,NORTE DE SANTANDER,HACARÍ,Cultivo permanente,2019,583.99,11.65,7.81
3335,54,NORTE DE SANTANDER,LA ESPERANZA,Cultivo intermintente,2019,5.13,27.79,27.79
3336,54,NORTE DE SANTANDER,LA PLAYA,Cultivo intermintente,2019,42.37,16.29,14.37
3337,54,NORTE DE SANTANDER,LOURDES,Cultivo abandonado,2019,0.0,44.79,44.79
3338,54,NORTE DE SANTANDER,OCAÑA,Cultivo permanente,2019,47.73,72.75,72.75
3339,54,NORTE DE SANTANDER,SAN CALIXTO,Cultivo permanente,2019,1130.19,9.51,9.51
3340,54,NORTE DE SANTANDER,SARDINATA,Cultivo permanente,2019,6515.98,57.48,57.48
3341,54,NORTE DE SANTANDER,TEORAMA,Cultivo permanente,2019,3953.83,13.6,12.85
3342,54,NORTE DE SANTANDER,TIBÚ,Cultivo permanente,2019,19892.71,24.75,24.75
3343,54,NORTE DE SANTANDER,TOLEDO,Cultivo abandonado,2019,0.0,35.4,35.82
3344,86,PUTUMAYO,MOCOA,Cultivo permanente,2019,77.08,49.06,45.09
3345,86,PUTUMAYO,ORITO,Cultivo permanente,2019,3073.3,41.84,41.84
3346,86,PUTUMAYO,PUERTO ASÍS,Cultivo permanente,2019,6809.74,13.86,56.36
3347,86,PUTUMAYO,PUERTO CAICEDO,Cultivo permanente,2019,2616.56,41.31,41.31
3348,86,PUTUMAYO,PUERTO GUZMÁN,Cultivo permanente,2019,1749.87,23.12,23.12
3349,86,PUTUMAYO,PUERTO LEGUÍZAMO,Cultivo permanente,2019,1651.81,35.14,23.62
3350,86,PUTUMAYO,SAN MIGUEL ,Cultivo permanente,2019,3752.43,12.55,37.01
3351,86,PUTUMAYO,SANTIAGO,Cultivo abandonado,2019,0.0,39.51,39.51
3352,86,PUTUMAYO,VALLE DEL GUAMUEZ ,Cultivo permanente,2019,3539.45,29.29,46.54
3353,86,PUTUMAYO,VILLAGARZÓN,Cultivo permanente,2019,1702.67,27.99,27.99
3354,68,SANTANDER,ALBANIA,Cultivo abandonado,2019,0.0,6.8,6.8
3355,68,SANTANDER,BETULIA,Cultivo abandonado,2019,0.0,46.4,46.36
3356,68,SANTANDER,BOLÍVAR,Cultivo intermintente,2019,0.0,8.14,7.49
3357,68,SANTANDER,CHIMA,Cultivo abandonado,2019,0.0,19.33,17.13
3358,68,SANTANDER,CIMITARRA,Cultivo intermintente,2019,0.0,66.54,65.42
3359,68,SANTANDER,CONFINES,Cultivo abandonado,2019,0.0,39.22,33.07
3360,68,SANTANDER,CONTRATACIÓN,Cultivo abandonado,2019,0.0,91.03,68.21
3361,68,SANTANDER,EL CARMEN,Cultivo intermintente,2019,0.0,21.34,21.34
3362,68,SANTANDER,EL PEÑÓN,Cultivo intermintente,2019,0.0,93.33,72.75
3363,68,SANTANDER,EL PLAYÓN,Cultivo abandonado,2019,0.0,100.0,92.63
3364,68,SANTANDER,FLORIÁN,Cultivo abandonado,2019,0.0,76.84,26.47
3365,68,SANTANDER,GUAPOTÁ,Cultivo abandonado,2019,0.0,97.93,23.96
3366,68,SANTANDER,GUAVATÁ,Cultivo abandonado,2019,0.0,37.73,17.38
3367,68,SANTANDER,LA BELLEZA,Cultivo intermintente,2019,0.0,97.67,28.33
3368,68,SANTANDER,LA PAZ,Cultivo abandonado,2019,0.0,8.18,8.29
3369,68,SANTANDER,LANDÁZURI,Cultivo abandonado,2019,0.0,100.0,57.25
3370,68,SANTANDER,PALMAS DEL SOCORRO,Cultivo abandonado,2019,0.0,84.37,22.0
3371,68,SANTANDER,PUERTO PARRA,Cultivo abandonado,2019,0.0,90.8,89.68
3372,68,SANTANDER,RIONEGRO,Cultivo intermintente,2019,1.21,32.7,24.93
3373,68,SANTANDER,SABANA DE TORRES,Cultivo abandonado,2019,0.0,55.69,43.91
3374,68,SANTANDER,SAN VICENTE DE CHUCURÍ,Cultivo abandonado,2019,0.0,47.39,31.08
3375,68,SANTANDER,SANTA HELENA DEL OPÓN,Cultivo intermintente,2019,1.18,21.98,21.98
3376,68,SANTANDER,SIMACOTA,Cultivo intermintente,2019,0.0,68.55,37.11
3377,68,SANTANDER,SOCORRO,Cultivo abandonado,2019,0.0,71.35,71.35
3378,68,SANTANDER,SUCRE,Cultivo abandonado,2019,0.0,27.23,21.18
3379,68,SANTANDER,VÉLEZ,Cultivo abandonado,2019,0.0,55.3,43.96
3380,76,VALLE DEL CAUCA,BOLÍVAR,Cultivo permanente,2019,17.39,69.96,69.97
3381,76,VALLE DEL CAUCA,BUENAVENTURA,Cultivo permanente,2019,918.49,73.37,73.37
3382,76,VALLE DEL CAUCA,CALI,Cultivo abandonado,2019,0.0,81.43,81.04
3383,76,VALLE DEL CAUCA,CALIMA ,Cultivo permanente,2019,14.54,60.08,55.69
3384,76,VALLE DEL CAUCA,DAGUA,Cultivo permanente,2019,58.64,59.15,18.46
3385,76,VALLE DEL CAUCA,JAMUNDÍ,Cultivo intermintente,2019,1319.94,87.95,70.59
3386,76,VALLE DEL CAUCA,TULUÁ,Cultivo intermintente,2019,0.0,99.81,99.7
3387,97,VAUPÉS,CARURÚ,Cultivo permanente,2019,25.95,96.43,96.43
3388,97,VAUPÉS,MITÚ,Cultivo abandonado,2019,0.0,100.0,100.0
3389,97,VAUPÉS,TARAIRA,Cultivo abandonado,2019,0.0,97.67,97.67
3390,99,VICHADA,CUMARIBO,Cultivo permanente,2019,245.3,22.68,10.75
3391,99,VICHADA,LA PRIMAVERA,Cultivo abandonado,2019,0.0,48.51,0.0
3392,99,VICHADA,SANTA ROSALÍA,Cultivo abandonado,2019,0.0,70.13,0.0
3393,5,ANTIOQUIA,AMALFI,Cultivo permanente,2020,209.8,94.39,38.01
3394,5,ANTIOQUIA,ANORÍ,Cultivo permanente,2020,1088.88,36.09,21.37
3395,5,ANTIOQUIA,APARTADÓ,Cultivo permanente,2020,5.69,84.1,83.37
3396,5,ANTIOQUIA,ARGELIA,Cultivo abandonado,2020,0.0,32.28,32.21
3397,5,ANTIOQUIA,BRICEÑO,Cultivo permanente,2020,88.59,100.0,100.0
3398,5,ANTIOQUIA,CÁCERES,Cultivo permanente,2020,1273.92,26.68,36.86
3399,5,ANTIOQUIA,CAMPAMENTO,Cultivo permanente,2020,179.43,31.92,22.45
3400,5,ANTIOQUIA,CARACOLÍ,Cultivo abandonado,2020,0.0,95.69,61.96
3401,5,ANTIOQUIA,CAREPA,Cultivo abandonado,2020,0.0,80.54,80.54
3402,5,ANTIOQUIA,CARMEN DE VIBORAL,Cultivo abandonado,2020,0.0,100.0,61.57
3403,5,ANTIOQUIA,CAUCASIA,Cultivo intermintente,2020,0.0,51.56,51.63
3404,5,ANTIOQUIA,CHIGORODÓ,Cultivo intermintente,2020,4.1,71.47,71.18
3405,5,ANTIOQUIA,COCORNÁ,Cultivo abandonado,2020,0.0,30.86,30.4
3406,5,ANTIOQUIA,DABEIBA,Cultivo abandonado,2020,0.0,41.33,41.33
3407,5,ANTIOQUIA,EL BAGRE,Cultivo permanente,2020,1265.7,76.66,51.5
3408,5,ANTIOQUIA,FRONTINO,Cultivo abandonado,2020,0.0,64.79,64.79
3409,5,ANTIOQUIA,GÓMEZ PLATA,Cultivo abandonado,2020,0.0,49.76,46.48
3410,5,ANTIOQUIA,ITUANGO,Cultivo permanente,2020,967.34,100.0,100.0
3411,5,ANTIOQUIA,MACEO,Cultivo abandonado,2020,0.0,67.96,45.14
3412,5,ANTIOQUIA,MURINDÓ,Cultivo intermintente,2020,8.12,0.0,0.0
3413,5,ANTIOQUIA,MUTATÁ,Cultivo intermintente,2020,1.1,28.36,28.36
3414,5,ANTIOQUIA,NARIÑO,Cultivo abandonado,2020,0.0,29.54,22.69
3415,5,ANTIOQUIA,NECHÍ,Cultivo permanente,2020,551.1,60.84,0.0
3416,5,ANTIOQUIA,NECOCLÍ,Cultivo abandonado,2020,0.0,23.13,23.13
3417,5,ANTIOQUIA,PUERTO BERRÍO,Cultivo abandonado,2020,0.0,88.77,88.77
3418,5,ANTIOQUIA,PUERTO NARE,Cultivo abandonado,2020,0.0,98.32,88.63
3419,5,ANTIOQUIA,PUERTO TRIUNFO,Cultivo abandonado,2020,0.0,85.1,84.17
3420,5,ANTIOQUIA,REMEDIOS,Cultivo permanente,2020,38.88,52.45,1.82
3421,5,ANTIOQUIA,SABANALARGA,Cultivo abandonado,2020,0.0,51.53,22.37
3422,5,ANTIOQUIA,SAN CARLOS,Cultivo intermintente,2020,0.0,34.98,34.98
3423,5,ANTIOQUIA,SAN FRANCISCO,Cultivo permanente,2020,13.75,23.99,23.99
3424,5,ANTIOQUIA,SAN LUIS,Cultivo permanente,2020,2.1,26.67,26.67
3425,5,ANTIOQUIA,SAN PEDRO DE URABÁ,Cultivo intermintente,2020,0.0,35.41,33.24
3426,5,ANTIOQUIA,SAN RAFAEL,Cultivo abandonado,2020,0.0,39.09,39.09
3427,5,ANTIOQUIA,SAN ROQUE,Cultivo abandonado,2020,0.0,36.26,36.17
3428,5,ANTIOQUIA,SANTA ROSA DE OSOS,Cultivo abandonado,2020,0.0,72.49,38.13
3429,5,ANTIOQUIA,SEGOVIA,Cultivo permanente,2020,200.11,73.89,21.25
3430,5,ANTIOQUIA,SONSÓN,Cultivo intermintente,2020,0.0,54.09,48.04
3431,5,ANTIOQUIA,TARAZÁ,Cultivo permanente,2020,2465.65,100.0,100.0
3432,5,ANTIOQUIA,TOLEDO,Cultivo emergente,2020,0.0,40.08,28.34
3433,5,ANTIOQUIA,URAMITA,Cultivo abandonado,2020,0.0,35.92,35.92
3434,5,ANTIOQUIA,URRAO,Cultivo abandonado,2020,0.0,92.97,92.97
3435,5,ANTIOQUIA,VALDIVIA,Cultivo permanente,2020,2833.73,36.75,18.61
3436,5,ANTIOQUIA,VEGACHÍ,Cultivo intermintente,2020,27.4,50.45,50.45
3437,5,ANTIOQUIA,VIGÍA DEL FUERTE,Cultivo intermintente,2020,0.0,0.0,0.0
3438,5,ANTIOQUIA,YALÍ,Cultivo intermintente,2020,40.38,57.06,47.12
3439,5,ANTIOQUIA,YARUMAL,Cultivo permanente,2020,79.69,79.28,69.66
3440,5,ANTIOQUIA,YOLOMBÓ,Cultivo intermintente,2020,3.92,47.61,24.0
3441,5,ANTIOQUIA,YONDÓ ,Cultivo intermintente,2020,8.72,59.45,52.3
3442,5,ANTIOQUIA,ZARAGOZA,Cultivo permanente,2020,686.02,35.48,35.48
3443,81,ARAUCA,ARAUQUITA,Cultivo intermintente,2020,0.0,47.37,43.17
3444,81,ARAUCA,FORTUL,Cultivo abandonado,2020,0.0,59.81,35.95
3445,81,ARAUCA,PUERTO RONDÓN,Cultivo abandonado,2020,0.0,63.66,63.66
3446,81,ARAUCA,SARAVENA,Cultivo abandonado,2020,0.0,65.51,61.73
3447,81,ARAUCA,TAME,Cultivo abandonado,2020,0.0,63.52,47.21
3448,13,BOLÍVAR,ACHÍ,Cultivo permanente,2020,5.72,38.0,0.0
3449,13,BOLÍVAR,ALTOS DEL ROSARIO,Cultivo intermintente,2020,0.0,64.64,20.91
3450,13,BOLÍVAR,ARENAL,Cultivo permanente,2020,35.55,77.95,77.95
3451,13,BOLÍVAR,BARRANCO DE LOBA,Cultivo intermintente,2020,0.0,97.28,6.73
3452,13,BOLÍVAR,CANTAGALLO,Cultivo permanente,2020,811.66,50.55,48.44
3453,13,BOLÍVAR,EL PEÑÓN,Cultivo abandonado,2020,0.0,55.45,0.0
3454,13,BOLÍVAR,MONTECRISTO,Cultivo permanente,2020,576.61,54.78,0.0
3455,13,BOLÍVAR,MORALES,Cultivo permanente,2020,148.75,37.18,37.17
3456,13,BOLÍVAR,NOROSI,Cultivo permanente,2020,13.32,28.45,28.45
3457,13,BOLÍVAR,RIOVIEJO,Cultivo permanente,2020,66.0,55.88,55.88
3458,13,BOLÍVAR,SAN JACINTO DEL CAUCA,Cultivo permanente,2020,172.27,48.74,0.0
3459,13,BOLÍVAR,SAN MARTÍN DE LOBA,Cultivo intermintente,2020,2.84,100.0,100.0
3460,13,BOLÍVAR,SAN PABLO,Cultivo permanente,2020,3218.26,78.22,42.42
3461,13,BOLÍVAR,SANTA ROSA DEL SUR,Cultivo permanente,2020,2468.01,54.2,54.12
3462,13,BOLÍVAR,SIMITÍ,Cultivo permanente,2020,1652.33,35.56,0.0
3463,13,BOLÍVAR,TIQUISIO ,Cultivo permanente,2020,201.93,43.77,0.0
3464,15,BOYACÁ,COPER,Cultivo abandonado,2020,0.0,12.49,11.93
3465,15,BOYACÁ,CUBARÁ,Cultivo abandonado,2020,0.0,76.17,60.81
3466,15,BOYACÁ,LA VICTORIA,Cultivo abandonado,2020,0.0,22.54,13.16
3467,15,BOYACÁ,MARIPÍ,Cultivo abandonado,2020,0.0,31.18,11.41
3468,15,BOYACÁ,MUZO,Cultivo abandonado,2020,0.0,45.9,46.74
3469,15,BOYACÁ,OTANCHE,Cultivo intermintente,2020,0.0,27.92,27.92
3470,15,BOYACÁ,PAUNA,Cultivo abandonado,2020,0.0,15.26,15.26
3471,15,BOYACÁ,PUERTO BOYACÁ,Cultivo permanente,2020,6.35,57.31,57.31
3472,15,BOYACÁ,QUÍPAMA,Cultivo abandonado,2020,0.0,28.8,24.36
3473,15,BOYACÁ,SAN PABLO DE BORBUR,Cultivo abandonado,2020,0.0,28.56,17.13
3474,15,BOYACÁ,SANTA SOFÍA,Cultivo abandonado,2020,0.0,99.82,50.36
3475,15,BOYACÁ,TUNUNGUÁ,Cultivo abandonado,2020,0.0,43.59,43.59
3476,17,CALDAS,MANZANARES,Cultivo abandonado,2020,0.0,36.13,35.07
3477,17,CALDAS,NORCASIA,Cultivo abandonado,2020,0.0,82.92,60.32
3478,17,CALDAS,PENSILVANIA,Cultivo abandonado,2020,0.0,32.32,22.25
3479,17,CALDAS,SAMANÁ,Cultivo abandonado,2020,0.0,21.87,19.56
3480,17,CALDAS,VICTORIA,Cultivo abandonado,2020,0.0,100.0,45.62
3481,18,CAQUETÁ,ALBANIA,Cultivo permanente,2020,37.21,90.53,70.84
3482,18,CAQUETÁ,BELÉN DE LOS ANDAQUÍES,Cultivo intermintente,2020,0.0,47.54,47.54
3483,18,CAQUETÁ,CARTAGENA DEL CHAIRÁ,Cultivo permanente,2020,251.71,71.38,71.38
3484,18,CAQUETÁ,CURILLO,Cultivo permanente,2020,110.42,100.0,100.0
3485,18,CAQUETÁ,EL DONCELLO,Cultivo permanente,2020,12.43,69.94,69.94
3486,18,CAQUETÁ,EL PAUJIL,Cultivo permanente,2020,54.38,45.6,45.6
3487,18,CAQUETÁ,FLORENCIA,Cultivo permanente,2020,12.34,74.68,74.68
3488,18,CAQUETÁ,MILÁN,Cultivo permanente,2020,252.34,23.67,64.82
3489,18,CAQUETÁ,MONTAÑITA,Cultivo permanente,2020,461.97,57.99,57.99
3490,18,CAQUETÁ,MORELIA,Cultivo intermintente,2020,0.0,63.75,42.33
3491,18,CAQUETÁ,PUERTO RICO,Cultivo permanente,2020,12.93,50.91,50.91
3492,18,CAQUETÁ,SAN JOSÉ DEL FRAGUA,Cultivo permanente,2020,430.64,74.6,65.24
3493,18,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Cultivo permanente,2020,104.61,67.91,49.31
3494,18,CAQUETÁ,SOLANO,Cultivo permanente,2020,281.16,100.0,88.8
3495,18,CAQUETÁ,SOLITA,Cultivo permanente,2020,5.23,56.33,56.33
3496,18,CAQUETÁ,VALPARAÍSO,Cultivo permanente,2020,27.57,20.49,2.63
3497,19,CAUCA,ALMAGUER,Cultivo abandonado,2020,0.0,4.81,4.81
3498,19,CAUCA,ARGELIA,Cultivo permanente,2020,2549.58,57.8,51.15
3499,19,CAUCA,BALBOA,Cultivo permanente,2020,293.98,57.95,41.77
3500,19,CAUCA,BOLÍVAR,Cultivo permanente,2020,9.58,13.73,13.34
3501,19,CAUCA,BUENOS AIRES,Cultivo intermintente,2020,507.22,6.53,6.53
3502,19,CAUCA,CAJIBÍO,Cultivo intermintente,2020,235.23,20.89,4.22
3503,19,CAUCA,CALDONO,Cultivo emergente,2020,0.0,4.14,4.14
3504,19,CAUCA,CALOTO,Cultivo intermintente,2020,9.97,48.78,17.51
3505,19,CAUCA,CORINTO,Cultivo intermintente,2020,8.48,57.63,56.52
3506,19,CAUCA,EL TAMBO,Cultivo permanente,2020,7483.6,46.34,8.43
3507,19,CAUCA,FLORENCIA,Cultivo abandonado,2020,0.0,23.5,23.5
3508,19,CAUCA,LA SIERRA,Cultivo abandonado,2020,0.0,24.99,14.85
3509,19,CAUCA,LA VEGA,Cultivo abandonado,2020,0.0,4.46,4.46
3510,19,CAUCA,LÓPEZ,Cultivo permanente,2020,1085.09,95.0,91.45
3511,19,CAUCA,MIRANDA,Cultivo intermintente,2020,34.51,55.97,49.59
3512,19,CAUCA,MORALES,Cultivo permanente,2020,393.41,56.91,10.66
3513,19,CAUCA,PATÍA  ,Cultivo permanente,2020,485.32,54.89,54.89
3514,19,CAUCA,PIAMONTE,Cultivo permanente,2020,867.1,96.51,58.05
3515,19,CAUCA,PIENDAMÓ,Cultivo emergente,2020,0.0,59.98,30.45
3516,19,CAUCA,ROSAS,Cultivo intermintente,2020,0.0,99.82,6.95
3517,19,CAUCA,SANTA ROSA,Cultivo intermintente,2020,0.0,87.89,59.88
3518,19,CAUCA,SANTANDER DE QUILICHAO,Cultivo emergente,2020,5.46,86.48,78.11
3519,19,CAUCA,SOTARÁ ,Cultivo abandonado,2020,0.0,13.27,3.76
3520,19,CAUCA,SUÁREZ,Cultivo permanente,2020,668.49,60.69,16.44
3521,19,CAUCA,SUCRE,Cultivo permanente,2020,8.49,27.67,23.58
3522,19,CAUCA,TIMBÍO,Cultivo intermintente,2020,0.0,68.24,32.5
3523,19,CAUCA,TIMBIQUÍ,Cultivo permanente,2020,1263.01,82.18,82.18
3524,20,CESAR,CHIRIGUANÁ,Cultivo abandonado,2020,0.0,100.0,100.0
3525,20,CESAR,GONZÁLEZ,Cultivo permanente,2020,28.51,40.88,40.88
3526,20,CESAR,PAILITAS,Cultivo abandonado,2020,0.0,66.41,66.41
3527,20,CESAR,SAN ALBERTO,Cultivo intermintente,2020,1.97,70.19,70.19
3528,20,CESAR,SAN MARTÍN,Cultivo intermintente,2020,1.74,44.27,44.27
3529,27,CHOCÓ,ACANDÍ,Cultivo permanente,2020,1.69,73.79,64.62
3530,27,CHOCÓ,ALTO BAUDÓ ,Cultivo permanente,2020,34.09,83.54,83.54
3531,27,CHOCÓ,BAHÍA SOLANO ,Cultivo abandonado,2020,0.0,37.94,37.94
3532,27,CHOCÓ,BAJO BAUDÓ  ,Cultivo permanente,2020,16.38,85.61,85.09
3533,27,CHOCÓ,BOJAYÁ ,Cultivo abandonado,2020,0.0,61.29,26.04
3534,27,CHOCÓ,CARMEN DEL DARIÉN  ,Cultivo permanente,2020,192.67,100.0,0.0
3535,27,CHOCÓ,CONDOTO,Cultivo permanente,2020,7.88,81.73,88.03
3536,27,CHOCÓ,EL CANTÓN DEL SAN PABLO,Cultivo intermintente,2020,0.0,76.41,76.41
3537,27,CHOCÓ,EL LITORAL DEL SAN JUAN,Cultivo permanente,2020,50.94,100.0,100.0
3538,27,CHOCÓ,ISTMINA,Cultivo permanente,2020,200.15,0.0,0.0
3539,27,CHOCÓ,JURADÓ,Cultivo abandonado,2020,0.0,76.89,76.89
3540,27,CHOCÓ,LLORÓ,Cultivo intermintente,2020,4.16,100.0,100.0
3541,27,CHOCÓ,MEDIO ATRATO ,Cultivo abandonado,2020,0.0,82.64,0.0
3542,27,CHOCÓ,MEDIO BAUDÓ ,Cultivo permanente,2020,39.79,53.33,19.13
3543,27,CHOCÓ,MEDIO SAN JUAN ,Cultivo permanente,2020,82.53,100.0,60.16
3544,27,CHOCÓ,NÓVITA,Cultivo permanente,2020,61.85,51.85,61.45
3545,27,CHOCÓ,NUQUÍ,Cultivo abandonado,2020,0.0,48.59,48.59
3546,27,CHOCÓ,QUIBDÓ,Cultivo permanente,2020,12.59,43.15,16.89
3547,27,CHOCÓ,RÍO IRÓ ,Cultivo permanente,2020,9.86,89.41,41.77
3548,27,CHOCÓ,RÍO QUITO ,Cultivo intermintente,2020,0.0,98.76,98.76
3549,27,CHOCÓ,RIOSUCIO,Cultivo permanente,2020,155.65,9.45,0.0
3550,27,CHOCÓ,SAN JOSÉ DEL PALMAR,Cultivo permanente,2020,253.79,61.42,61.42
3551,27,CHOCÓ,SIPÍ,Cultivo permanente,2020,168.38,67.62,100.0
3552,27,CHOCÓ,TADÓ,Cultivo abandonado,2020,0.0,99.92,95.18
3553,27,CHOCÓ,UNGUÍA,Cultivo permanente,2020,175.24,100.0,100.0
3554,27,CHOCÓ,UNIÓN PANAMERICANA ,Cultivo abandonado,2020,0.0,97.12,97.12
3555,23,CÓRDOBA,LA APARTADA,Cultivo abandonado,2020,0.0,83.22,73.44
3556,23,CÓRDOBA,MONTELÍBANO,Cultivo permanente,2020,762.04,67.26,50.71
3557,23,CÓRDOBA,PUERTO LIBERTADOR,Cultivo permanente,2020,1148.96,40.8,31.94
3558,23,CÓRDOBA,SAN JOSÉ DE URÉ,Cultivo permanente,2020,514.16,59.99,17.28
3559,23,CÓRDOBA,TIERRALTA,Cultivo permanente,2020,1319.84,92.74,66.88
3560,25,CUNDINAMARCA,CAPARRAPÍ,Cultivo abandonado,2020,0.0,16.93,8.38
3561,25,CUNDINAMARCA,PAIME,Cultivo abandonado,2020,0.0,13.38,6.64
3562,25,CUNDINAMARCA,TOPAIPÍ,Cultivo abandonado,2020,0.0,14.41,8.74
3563,25,CUNDINAMARCA,YACOPÍ,Cultivo abandonado,2020,0.0,11.01,10.94
3564,95,GUAVIARE,CALAMAR,Cultivo permanente,2020,189.29,79.45,79.45
3565,95,GUAVIARE,EL RETORNO,Cultivo permanente,2020,1265.32,77.31,52.92
3566,95,GUAVIARE,MIRAFLORES,Cultivo permanente,2020,1060.44,100.0,100.0
3567,95,GUAVIARE,SAN JOSÉ DEL GUAVIARE,Cultivo permanente,2020,711.6,27.09,27.09
3568,44,LA GUAJIRA,DIBULLA,Cultivo intermintente,2020,0.0,81.8,27.55
3569,44,LA GUAJIRA,RIOHACHA,Cultivo abandonado,2020,0.0,81.66,81.66
3570,47,MAGDALENA,ARACATACA,Cultivo abandonado,2020,0.0,99.13,31.0
3571,47,MAGDALENA,CIÉNAGA,Cultivo abandonado,2020,0.0,69.94,51.2
3572,47,MAGDALENA,FUNDACIÓN,Cultivo abandonado,2020,0.0,82.91,80.64
3573,47,MAGDALENA,SANTA MARTA ,Cultivo permanente,2020,2.07,47.55,44.05
3574,50,META,LA MACARENA,Cultivo permanente,2020,53.85,36.76,36.76
3575,50,META,LEJANÍAS,Cultivo abandonado,2020,0.0,53.27,53.27
