,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,AÑO,Kilogramos incautadas
300,54,NORTE DE SANTANDER,54385,LA ESPERANZA,1999,0.0
301,54,NORTE DE SANTANDER,54398,LA PLAYA,1999,0.0
302,54,NORTE DE SANTANDER,54405,LOS PATIOS,1999,38.616
303,54,NORTE DE SANTANDER,54498,OCAÑA,1999,0.0
304,54,NORTE DE SANTANDER,54518,PAMPLONA,1999,35.0
305,54,NORTE DE SANTANDER,54673,SAN CAYETANO,1999,0.0
306,54,NORTE DE SANTANDER,54810,TIBÚ,1999,44.0
307,54,NORTE DE SANTANDER,54820,TOLEDO,1999,0.0
308,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,1999,5.446
309,63,QUINDIO,63001,ARMENIA,1999,23.036
310,63,QUINDIO,63130,CALARCÁ,1999,0.0
311,63,QUINDIO,63212,CÓRDOBA,1999,0.0
312,63,QUINDIO,63272,FILANDIA,1999,0.0
313,63,QUINDIO,63401,LA TEBAIDA,1999,0.0
314,63,QUINDIO,63470,MONTENEGRO,1999,0.0
315,63,QUINDIO,63594,QUIMBAYA,1999,0.0
316,66,RISARALDA,66001,PEREIRA,1999,53.314
317,66,RISARALDA,66075,BALBOA,1999,0.0
318,66,RISARALDA,66170,DOSQUEBRADAS,1999,1.0
319,66,RISARALDA,66400,LA VIRGINIA,1999,2.0
320,66,RISARALDA,66440,MARSELLA,1999,0.0
321,66,RISARALDA,66572,PUEBLO RICO,1999,0.0
322,66,RISARALDA,66682,SANTA ROSA DE CABAL,1999,0.0
323,68,SANTANDER,68001,BUCARAMANGA,1999,29.0
324,68,SANTANDER,68081,BARRANCABERMEJA,1999,0.0
325,68,SANTANDER,68101,BOLÍVAR,1999,500.0
326,68,SANTANDER,68190,CIMITARRA,1999,950.0
327,68,SANTANDER,68229,CURITÍ,1999,0.0
328,68,SANTANDER,68235,EL CARMEN,1999,0.0
329,68,SANTANDER,68250,EL PEÑÓN,1999,0.0
330,68,SANTANDER,68271,FLORIÁN,1999,0.0
331,68,SANTANDER,68276,FLORIDABLANCA,1999,0.0
332,68,SANTANDER,68307,GIRÓN,1999,0.0
333,68,SANTANDER,68377,LA BELLEZA,1999,0.0
334,68,SANTANDER,68385,LANDÁZURI,1999,1.0
335,68,SANTANDER,68406,LEBRIJA,1999,0.0
336,68,SANTANDER,68547,PIEDECUESTA,1999,0.0
337,68,SANTANDER,68575,PUERTO WILCHES,1999,0.0
338,68,SANTANDER,68655,SABANA DE TORRES,1999,200.0
339,68,SANTANDER,68679,SAN GIL,1999,0.0
340,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,1999,0.0
341,68,SANTANDER,68720,SANTA HELENA DEL OPÓN,1999,0.0
342,68,SANTANDER,68861,VÉLEZ,1999,0.0
343,70,SUCRE,70001,SINCELEJO,1999,0.0
344,70,SUCRE,70215,COROZAL,1999,0.0
345,70,SUCRE,70265,GUARANDA,1999,0.0
346,70,SUCRE,70418,LOS PALMITOS,1999,0.0
347,70,SUCRE,70708,SAN MARCOS,1999,0.0
348,70,SUCRE,70713,SAN ONOFRE,1999,0.0
349,70,SUCRE,70820,TOLÚ,1999,251.0
350,70,SUCRE,70823,TOLUVIEJO,1999,0.0
351,73,TOLIMA,73001,IBAGUÉ,1999,41.592
352,73,TOLIMA,73268,ESPINAL,1999,0.0
353,73,TOLIMA,73270,FALAN,1999,0.0
354,73,TOLIMA,73275,FLANDES,1999,0.0
355,73,TOLIMA,73283,FRESNO,1999,0.0
356,73,TOLIMA,73349,HONDA,1999,0.0
357,73,TOLIMA,73443,MARIQUITA,1999,0.0
358,73,TOLIMA,73547,PIEDRAS,1999,0.0
359,73,TOLIMA,73671,SALDAÑA,1999,0.408
360,76,VALLE DEL CAUCA,76001,CALI,1999,645.558
361,76,VALLE DEL CAUCA,76020,ALCALÁ,1999,0.0
362,76,VALLE DEL CAUCA,76036,ANDALUCÍA,1999,0.0
363,76,VALLE DEL CAUCA,76041,ANSERMANUEVO,1999,650.0
364,76,VALLE DEL CAUCA,76054,ARGELIA,1999,0.0
365,76,VALLE DEL CAUCA,76100,BOLÍVAR,1999,0.0
366,76,VALLE DEL CAUCA,76109,BUENAVENTURA,1999,1557.83
367,76,VALLE DEL CAUCA,76111,BUGA,1999,0.0
368,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,1999,0.0
369,76,VALLE DEL CAUCA,76122,CAICEDONIA,1999,400.0
370,76,VALLE DEL CAUCA,76126,CALIMA ,1999,2.2
371,76,VALLE DEL CAUCA,76130,CANDELARIA,1999,0.0
372,76,VALLE DEL CAUCA,76147,CARTAGO,1999,0.0
